id,Points,Time,Latitude,Longitude,Direction
5966,point 5966,21:02:34,22.49891,74.46651,Forward
5967,point 5967,21:03:34,22.49975,74.46688,Forward
5968,point 5968,21:04:34,22.50026,74.4675,Forward
5969,point 5969,21:05:34,22.50195,74.47003,Forward
5970,point 5970,21:06:34,22.50298,74.47248,Forward
5971,point 5971,21:07:34,22.50322,74.47385,Forward
5972,point 5972,21:08:34,22.50325,74.47393,Forward
5973,point 5973,21:09:34,22.50431,74.47628,Forward
5974,point 5974,21:10:34,22.50456,74.47648,Forward
5975,point 5975,21:11:34,22.50524,74.47707,Forward
5976,point 5976,21:12:34,22.50657,74.47786,Forward
5977,point 5977,21:13:34,22.50662,74.47791,Forward
5978,point 5978,21:14:34,22.5075,74.47857,Forward
5979,point 5979,21:15:34,22.5075,74.47858,Forward
5980,point 5980,21:16:34,22.50857,74.47971,Forward
5981,point 5981,21:17:34,22.50857,74.47972,Forward
5982,point 5982,21:18:34,22.50902,74.48033,Forward
5983,point 5983,21:19:34,22.51007,74.48091,Forward
5984,point 5984,21:20:34,22.51009,74.48091,Forward
5985,point 5985,21:21:34,22.51067,74.48106,Forward
5986,point 5986,21:22:34,22.51095,74.48115,Forward
5987,point 5987,21:23:34,22.51096,74.48115,Forward
5988,point 5988,21:24:34,22.51131,74.48125,Forward
5989,point 5989,21:25:34,22.51137,74.48125,Forward
5990,point 5990,21:26:34,22.51148,74.48122,Forward
5991,point 5991,21:27:34,22.51265,74.48102,Forward
5992,point 5992,21:28:34,22.51398,74.48089,Forward
5993,point 5993,21:29:34,22.51453,74.48059,Forward
5994,point 5994,21:30:34,22.51572,74.48014,Forward
5995,point 5995,21:31:34,22.51714,74.48011,Forward
5996,point 5996,21:32:34,22.51724,74.48005,Forward
5997,point 5997,21:33:34,22.51734,74.47996,Forward
5998,point 5998,21:34:34,22.5174,74.47983,Forward
5999,point 5999,21:35:34,22.51744,74.47949,Forward
6000,point 6000,21:36:34,22.51745,74.47945,Forward
6001,point 6001,21:37:34,22.51751,74.47934,Forward
6002,point 6002,21:38:34,22.51754,74.47932,Forward
6003,point 6003,21:39:34,22.51756,74.4793,Forward
6004,point 6004,21:40:34,22.51759,74.47929,Forward
6005,point 6005,21:41:34,22.51763,74.47927,Forward
6006,point 6006,21:42:34,22.51764,74.47927,Forward
6007,point 6007,21:43:34,22.51779,74.47924,Forward
6008,point 6008,21:44:34,22.51817,74.47926,Forward
6009,point 6009,21:45:34,22.5198,74.47943,Forward
6010,point 6010,21:46:34,22.51989,74.47946,Forward
6011,point 6011,21:47:34,22.51996,74.47947,Forward
6012,point 6012,21:48:34,22.52119,74.47984,Forward
6013,point 6013,21:49:34,22.52179,74.48006,Forward
6014,point 6014,21:50:34,22.52185,74.48009,Forward
6015,point 6015,21:51:34,22.5221,74.48018,Forward
6016,point 6016,21:52:34,22.52248,74.48029,Forward
6017,point 6017,21:53:34,22.52272,74.48034,Forward
6018,point 6018,21:54:34,22.52329,74.48043,Forward
6019,point 6019,21:55:34,22.52345,74.48048,Forward
6020,point 6020,21:56:34,22.52415,74.48075,Forward
6021,point 6021,21:57:34,22.52466,74.48097,Forward
6022,point 6022,21:58:34,22.52493,74.4811,Forward
6023,point 6023,21:59:34,22.52506,74.48118,Forward
6024,point 6024,22:00:34,22.52529,74.48134,Forward
6025,point 6025,22:01:34,22.52555,74.48158,Forward
6026,point 6026,22:02:34,22.52588,74.48194,Forward
6027,point 6027,22:03:34,22.52568,74.48203,Forward
6028,point 6028,22:04:34,22.52549,74.4821,Forward
6029,point 6029,22:05:34,22.5252,74.48214,Forward
6030,point 6030,22:06:34,22.52429,74.48205,Forward
6031,point 6031,22:07:34,22.52392,74.48203,Forward
6032,point 6032,22:08:34,22.52354,74.48207,Forward
6033,point 6033,22:09:34,22.52342,74.48209,Forward
6034,point 6034,22:10:34,22.52335,74.48211,Forward
6035,point 6035,22:11:34,22.52331,74.48213,Forward
6036,point 6036,22:12:34,22.52327,74.48214,Forward
6037,point 6037,22:13:34,22.52324,74.48216,Forward
6038,point 6038,22:14:34,22.52319,74.48221,Forward
6039,point 6039,22:15:34,22.52317,74.48227,Forward
6040,point 6040,22:16:34,22.52317,74.48233,Forward
6041,point 6041,22:17:34,22.52323,74.48255,Forward
6042,point 6042,22:18:34,22.52338,74.483,Forward
6043,point 6043,22:19:34,22.52364,74.48391,Forward
6044,point 6044,22:20:34,22.52365,74.48391,Forward
6045,point 6045,22:21:34,22.52365,74.48393,Forward
6046,point 6046,22:22:34,22.52368,74.4841,Forward
6047,point 6047,22:23:34,22.52368,74.48412,Forward
6048,point 6048,22:24:34,22.52369,74.48418,Forward
6049,point 6049,22:25:34,22.52368,74.48444,Forward
6050,point 6050,22:26:34,22.52307,74.4867,Forward
6051,point 6051,22:27:34,22.52299,74.48713,Forward
6052,point 6052,22:28:34,22.52299,74.48725,Forward
6053,point 6053,22:29:34,22.52298,74.48732,Forward
6054,point 6054,22:30:34,22.52298,74.48816,Forward
6055,point 6055,22:31:34,22.52301,74.48905,Forward
6056,point 6056,22:32:34,22.52303,74.48932,Forward
6057,point 6057,22:33:34,22.52303,74.48975,Forward
6058,point 6058,22:34:34,22.52291,74.4904,Forward
6059,point 6059,22:35:34,22.52275,74.49103,Forward
6060,point 6060,22:36:34,22.52258,74.49153,Forward
6061,point 6061,22:37:34,22.52245,74.49187,Forward
6062,point 6062,22:38:34,22.52216,74.4925,Forward
6063,point 6063,22:39:34,22.52206,74.49267,Forward
6064,point 6064,22:40:34,22.522,74.49274,Forward
6065,point 6065,22:41:34,22.52179,74.49294,Forward
6066,point 6066,22:42:34,22.52131,74.49331,Forward
6067,point 6067,22:43:34,22.52125,74.49338,Forward
6068,point 6068,22:44:34,22.52123,74.49339,Forward
6069,point 6069,22:45:34,22.52114,74.4935,Forward
6070,point 6070,22:46:34,22.52113,74.49352,Forward
6071,point 6071,22:47:34,22.52095,74.49378,Forward
6072,point 6072,22:48:34,22.52021,74.49497,Forward
6073,point 6073,22:49:34,22.52018,74.49501,Forward
6074,point 6074,22:50:34,22.52011,74.49513,Forward
6075,point 6075,22:51:34,22.52008,74.49516,Forward
6076,point 6076,22:52:34,22.5199,74.49545,Forward
6077,point 6077,22:53:34,22.51951,74.49624,Forward
6078,point 6078,22:54:34,22.51941,74.49649,Forward
6079,point 6079,22:55:34,22.51927,74.49698,Forward
6080,point 6080,22:56:34,22.51912,74.49759,Forward
6081,point 6081,22:57:34,22.51912,74.49787,Forward
6082,point 6082,22:58:34,22.5192,74.49838,Forward
6083,point 6083,22:59:34,22.51922,74.49847,Forward
6084,point 6084,23:00:34,22.51924,74.49866,Forward
6085,point 6085,23:01:34,22.51948,74.50019,Forward
6086,point 6086,23:02:34,22.51953,74.50071,Forward
6087,point 6087,23:03:34,22.51953,74.50076,Forward
6088,point 6088,23:04:34,22.51962,74.50125,Forward
6089,point 6089,23:05:34,22.51976,74.50175,Forward
6090,point 6090,23:06:34,22.51997,74.50241,Forward
6091,point 6091,23:07:34,22.52025,74.50319,Forward
6092,point 6092,23:08:34,22.52043,74.50375,Forward
6093,point 6093,23:09:34,22.52055,74.50428,Forward
6094,point 6094,23:10:34,22.52061,74.50467,Forward
6095,point 6095,23:11:34,22.52075,74.50529,Forward
6096,point 6096,23:12:34,22.52082,74.5055,Forward
6097,point 6097,23:13:34,22.52082,74.50551,Forward
6098,point 6098,23:14:34,22.52095,74.50578,Forward
6099,point 6099,23:15:34,22.52161,74.50675,Forward
6100,point 6100,23:16:34,22.52163,74.50679,Forward
6101,point 6101,23:17:34,22.52253,74.50824,Forward
6102,point 6102,23:18:34,22.52374,74.50965,Forward
6103,point 6103,23:19:34,22.52438,74.51052,Forward
6104,point 6104,23:20:34,22.52473,74.51112,Forward
6105,point 6105,23:21:34,22.52505,74.51192,Forward
6106,point 6106,23:22:34,22.52544,74.51264,Forward
6107,point 6107,23:23:34,22.52613,74.51378,Forward
6108,point 6108,23:24:34,22.52663,74.5145,Forward
6109,point 6109,23:25:34,22.52687,74.5148,Forward
6110,point 6110,23:26:34,22.52743,74.51519,Forward
6111,point 6111,23:27:34,22.52748,74.51524,Forward
6112,point 6112,23:28:34,22.52766,74.51538,Forward
6113,point 6113,23:29:34,22.52782,74.51553,Forward
6114,point 6114,23:30:34,22.52798,74.51575,Forward
6115,point 6115,23:31:34,22.52808,74.51598,Forward
6116,point 6116,23:32:34,22.52812,74.51617,Forward
6117,point 6117,23:33:34,22.52813,74.51638,Forward
6118,point 6118,23:34:34,22.52804,74.51663,Forward
6119,point 6119,23:35:34,22.52803,74.51678,Forward
6120,point 6120,23:36:34,22.5281,74.5171,Forward
6121,point 6121,23:37:34,22.52825,74.51752,Forward
6122,point 6122,23:38:34,22.52845,74.5179,Forward
6123,point 6123,23:39:34,22.52905,74.51931,Forward
6124,point 6124,23:40:34,22.52923,74.52009,Forward
6125,point 6125,23:41:34,22.52926,74.52034,Forward
6126,point 6126,23:42:34,22.52929,74.52042,Forward
6127,point 6127,23:43:34,22.52929,74.52045,Forward
6128,point 6128,23:44:34,22.52933,74.52055,Forward
6129,point 6129,23:45:34,22.52954,74.52086,Forward
6130,point 6130,23:46:34,22.53015,74.52157,Forward
6131,point 6131,23:47:34,22.53066,74.52208,Forward
6132,point 6132,23:48:34,22.53088,74.52251,Forward
6133,point 6133,23:49:34,22.53123,74.52314,Forward
6134,point 6134,23:50:34,22.53158,74.52361,Forward
6135,point 6135,23:51:34,22.53159,74.52363,Forward
6136,point 6136,23:52:34,22.53182,74.52396,Forward
6137,point 6137,23:53:34,22.53207,74.52455,Forward
6138,point 6138,23:54:34,22.53236,74.52576,Forward
6139,point 6139,23:55:34,22.53248,74.52681,Forward
6140,point 6140,23:56:34,22.53259,74.52751,Forward
6141,point 6141,23:57:34,22.53281,74.52812,Forward
6142,point 6142,23:58:34,22.53313,74.52851,Forward
6143,point 6143,23:59:34,22.53385,74.52904,Forward
6144,point 6144,00:00:34,22.53423,74.52942,Forward
6145,point 6145,00:01:34,22.53473,74.53006,Forward
6146,point 6146,00:02:34,22.53528,74.53084,Forward
6147,point 6147,00:03:34,22.53529,74.53085,Forward
6148,point 6148,00:04:34,22.536,74.53186,Forward
6149,point 6149,00:05:34,22.53607,74.53199,Forward
6150,point 6150,00:06:34,22.53608,74.532,Forward
6151,point 6151,00:07:34,22.53081,74.53395,Forward
6152,point 6152,00:08:34,22.5308,74.53395,Forward
6153,point 6153,00:09:34,22.52944,74.53445,Forward
6154,point 6154,00:10:34,22.52915,74.53459,Forward
6155,point 6155,00:11:34,22.52896,74.5347,Forward
6156,point 6156,00:12:34,22.5288,74.53478,Forward
6157,point 6157,00:13:34,22.52857,74.53498,Forward
6158,point 6158,00:14:34,22.52836,74.53521,Forward
6159,point 6159,00:15:34,22.52828,74.53532,Forward
6160,point 6160,00:16:34,22.52807,74.53569,Forward
6161,point 6161,00:17:34,22.5279,74.5361,Forward
6162,point 6162,00:18:34,22.52769,74.53666,Forward
6163,point 6163,00:19:34,22.5274,74.53753,Forward
6164,point 6164,00:20:34,22.52727,74.53788,Forward
6165,point 6165,00:21:34,22.5267,74.53917,Forward
6166,point 6166,00:22:34,22.5264,74.54007,Forward
6167,point 6167,00:23:34,22.5264,74.54009,Forward
6168,point 6168,00:24:34,22.52589,74.54198,Forward
6169,point 6169,00:25:34,22.52577,74.54233,Forward
6170,point 6170,00:26:34,22.52453,74.54526,Forward
6171,point 6171,00:27:34,22.52442,74.54558,Forward
6172,point 6172,00:28:34,22.5243,74.54586,Forward
6173,point 6173,00:29:34,22.52425,74.54594,Forward
6174,point 6174,00:30:34,22.52418,74.546,Forward
6175,point 6175,00:31:34,22.52408,74.54602,Forward
6176,point 6176,00:32:34,22.52276,74.54609,Forward
6177,point 6177,00:33:34,22.52203,74.54611,Forward
6178,point 6178,00:34:34,22.52208,74.54669,Forward
6179,point 6179,00:35:34,22.52219,74.54728,Forward
6180,point 6180,00:36:34,22.52337,74.55067,Forward
6181,point 6181,00:37:34,22.52318,74.55184,Forward
6182,point 6182,00:38:34,22.5231,74.55215,Forward
6183,point 6183,00:39:34,22.52286,74.55283,Forward
6184,point 6184,00:40:34,22.52281,74.55317,Forward
6185,point 6185,00:41:34,22.52279,74.55434,Forward
6186,point 6186,00:42:34,22.52246,74.55657,Forward
6187,point 6187,00:43:34,22.52242,74.55775,Forward
6188,point 6188,00:44:34,22.52237,74.55845,Forward
6189,point 6189,00:45:34,22.52216,74.56048,Forward
6190,point 6190,00:46:34,22.52193,74.5615,Forward
6191,point 6191,00:47:34,22.52193,74.56163,Forward
6192,point 6192,00:48:34,22.52196,74.56179,Forward
6193,point 6193,00:49:34,22.52217,74.56233,Forward
6194,point 6194,00:50:34,22.5222,74.56251,Forward
6195,point 6195,00:51:34,22.52226,74.56332,Forward
6196,point 6196,00:52:34,22.52226,74.56341,Forward
6197,point 6197,00:53:34,22.52225,74.56352,Forward
6198,point 6198,00:54:34,22.52225,74.56358,Forward
6199,point 6199,00:55:34,22.52205,74.56449,Forward
6200,point 6200,00:56:34,22.52183,74.56528,Forward
6201,point 6201,00:57:34,22.52066,74.56805,Forward
6202,point 6202,00:58:34,22.52064,74.56811,Forward
6203,point 6203,00:59:34,22.51968,74.57024,Forward
6204,point 6204,01:00:34,22.51903,74.57108,Forward
6205,point 6205,01:01:34,22.5184,74.57185,Forward
6206,point 6206,01:02:34,22.51794,74.57238,Forward
6207,point 6207,01:03:34,22.51759,74.57337,Forward
6208,point 6208,01:04:34,22.51758,74.57339,Forward
6209,point 6209,01:05:34,22.51725,74.57479,Forward
6210,point 6210,01:06:34,22.51695,74.57638,Forward
6211,point 6211,01:07:34,22.51622,74.57788,Forward
6212,point 6212,01:08:34,22.51585,74.57843,Forward
6213,point 6213,01:09:34,22.51571,74.57883,Forward
6214,point 6214,01:10:34,22.5155,74.58025,Forward
6215,point 6215,01:11:34,22.51543,74.58087,Forward
6216,point 6216,01:12:34,22.51534,74.58117,Forward
6217,point 6217,01:13:34,22.51522,74.58144,Forward
6218,point 6218,01:14:34,22.51511,74.58181,Forward
6219,point 6219,01:15:34,22.51505,74.58207,Forward
6220,point 6220,01:16:34,22.51502,74.5823,Forward
6221,point 6221,01:17:34,22.51507,74.58317,Forward
6222,point 6222,01:18:34,22.51503,74.58404,Forward
6223,point 6223,01:19:34,22.5149,74.58449,Forward
6224,point 6224,01:20:34,22.5149,74.58472,Forward
6225,point 6225,01:21:34,22.51492,74.58493,Forward
6226,point 6226,01:22:34,22.51497,74.58518,Forward
6227,point 6227,01:23:34,22.51506,74.58545,Forward
6228,point 6228,01:24:34,22.51517,74.58595,Forward
6229,point 6229,01:25:34,22.51508,74.58676,Forward
6230,point 6230,01:26:34,22.51495,74.5875,Forward
6231,point 6231,01:27:34,22.51482,74.58844,Forward
6232,point 6232,01:28:34,22.51443,74.58941,Forward
6233,point 6233,01:29:34,22.51416,74.58982,Forward
6234,point 6234,01:30:34,22.51341,74.59046,Forward
6235,point 6235,01:31:34,22.5132,74.59076,Forward
6236,point 6236,01:32:34,22.51299,74.59112,Forward
6237,point 6237,01:33:34,22.51222,74.59205,Forward
6238,point 6238,01:34:34,22.51151,74.5927,Forward
6239,point 6239,01:35:34,22.51134,74.59297,Forward
6240,point 6240,01:36:34,22.51118,74.59347,Forward
6241,point 6241,01:37:34,22.5111,74.59378,Forward
6242,point 6242,01:38:34,22.51104,74.59391,Forward
6243,point 6243,01:39:34,22.51073,74.59428,Forward
6244,point 6244,01:40:34,22.50913,74.59559,Forward
6245,point 6245,01:41:34,22.50855,74.59621,Forward
6246,point 6246,01:42:34,22.50853,74.59642,Forward
6247,point 6247,01:43:34,22.50843,74.59706,Forward
6248,point 6248,01:44:34,22.50843,74.59785,Forward
6249,point 6249,01:45:34,22.50852,74.59925,Forward
6250,point 6250,01:46:34,22.50882,74.60032,Forward
6251,point 6251,01:47:34,22.50922,74.60116,Forward
6252,point 6252,01:48:34,22.50948,74.60185,Forward
6253,point 6253,01:49:34,22.50954,74.60311,Forward
6254,point 6254,01:50:34,22.51022,74.60475,Forward
6255,point 6255,01:51:34,22.51037,74.60522,Forward
6256,point 6256,01:52:34,22.51041,74.60545,Forward
6257,point 6257,01:53:34,22.51041,74.60551,Forward
6258,point 6258,01:54:34,22.51046,74.6061,Forward
6259,point 6259,01:55:34,22.5106,74.60684,Forward
6260,point 6260,01:56:34,22.51069,74.60758,Forward
6261,point 6261,01:57:34,22.51071,74.60783,Forward
6262,point 6262,01:58:34,22.51071,74.60805,Forward
6263,point 6263,01:59:34,22.51065,74.60849,Forward
6264,point 6264,02:00:34,22.51065,74.60869,Forward
6265,point 6265,02:01:34,22.51067,74.60894,Forward
6266,point 6266,02:02:34,22.51093,74.61032,Forward
6267,point 6267,02:03:34,22.51096,74.61039,Forward
6268,point 6268,02:04:34,22.51099,74.61044,Forward
6269,point 6269,02:05:34,22.51108,74.61065,Forward
6270,point 6270,02:06:34,22.51109,74.6107,Forward
6271,point 6271,02:07:34,22.51109,74.61074,Forward
6272,point 6272,02:08:34,22.51108,74.6108,Forward
6273,point 6273,02:09:34,22.51106,74.61087,Forward
6274,point 6274,02:10:34,22.51102,74.61094,Forward
6275,point 6275,02:11:34,22.51101,74.61099,Forward
6276,point 6276,02:12:34,22.51099,74.61104,Forward
6277,point 6277,02:13:34,22.51097,74.61114,Forward
6278,point 6278,02:14:34,22.51099,74.6112,Forward
6279,point 6279,02:15:34,22.51105,74.61129,Forward
6280,point 6280,02:16:34,22.51147,74.61178,Forward
6281,point 6281,02:17:34,22.51161,74.61198,Forward
6282,point 6282,02:18:34,22.51166,74.61216,Forward
6283,point 6283,02:19:34,22.5117,74.61237,Forward
6284,point 6284,02:20:34,22.51169,74.61283,Forward
6285,point 6285,02:21:34,22.51165,74.61311,Forward
6286,point 6286,02:22:34,22.51161,74.61331,Forward
6287,point 6287,02:23:34,22.51157,74.61346,Forward
6288,point 6288,02:24:34,22.51149,74.61362,Forward
6289,point 6289,02:25:34,22.51138,74.6138,Forward
6290,point 6290,02:26:34,22.51109,74.61415,Forward
6291,point 6291,02:27:34,22.51103,74.61427,Forward
6292,point 6292,02:28:34,22.511,74.61436,Forward
6293,point 6293,02:29:34,22.51099,74.61443,Forward
6294,point 6294,02:30:34,22.51092,74.61464,Forward
6295,point 6295,02:31:34,22.51067,74.61517,Forward
6296,point 6296,02:32:34,22.5106,74.61537,Forward
6297,point 6297,02:33:34,22.51056,74.61555,Forward
6298,point 6298,02:34:34,22.51056,74.61558,Forward
6299,point 6299,02:35:34,22.51038,74.61647,Forward
6300,point 6300,02:36:34,22.51032,74.61687,Forward
6301,point 6301,02:37:34,22.51023,74.61732,Forward
6302,point 6302,02:38:34,22.51011,74.61855,Forward
6303,point 6303,02:39:34,22.5101,74.61884,Forward
6304,point 6304,02:40:34,22.51012,74.61915,Forward
6305,point 6305,02:41:34,22.51014,74.61932,Forward
6306,point 6306,02:42:34,22.51033,74.62008,Forward
6307,point 6307,02:43:34,22.51034,74.62016,Forward
6308,point 6308,02:44:34,22.51034,74.62037,Forward
6309,point 6309,02:45:34,22.51033,74.62043,Forward
6310,point 6310,02:46:34,22.51026,74.62058,Forward
6311,point 6311,02:47:34,22.51019,74.62068,Forward
6312,point 6312,02:48:34,22.51009,74.6208,Forward
6313,point 6313,02:49:34,22.51004,74.62087,Forward
6314,point 6314,02:50:34,22.50984,74.6211,Forward
6315,point 6315,02:51:34,22.50959,74.62142,Forward
6316,point 6316,02:52:34,22.50957,74.62144,Forward
6317,point 6317,02:53:34,22.50952,74.62151,Forward
6318,point 6318,02:54:34,22.50943,74.62172,Forward
6319,point 6319,02:55:34,22.50929,74.62211,Forward
6320,point 6320,02:56:34,22.50898,74.62319,Forward
6321,point 6321,02:57:34,22.50897,74.62327,Forward
6322,point 6322,02:58:34,22.50883,74.62384,Forward
6323,point 6323,02:59:34,22.50867,74.6247,Forward
6324,point 6324,03:00:34,22.50864,74.62495,Forward
6325,point 6325,03:01:34,22.50863,74.62516,Forward
6326,point 6326,03:02:34,22.50862,74.62518,Forward
6327,point 6327,03:03:34,22.50862,74.62529,Forward
6328,point 6328,03:04:34,22.50861,74.62538,Forward
6329,point 6329,03:05:34,22.50861,74.62555,Forward
6330,point 6330,03:06:34,22.50865,74.62629,Forward
6331,point 6331,03:07:34,22.50866,74.6263,Forward
6332,point 6332,03:08:34,22.50868,74.62648,Forward
6333,point 6333,03:09:34,22.50875,74.62672,Forward
6334,point 6334,03:10:34,22.50883,74.6269,Forward
6335,point 6335,03:11:34,22.50929,74.62776,Forward
6336,point 6336,03:12:34,22.50943,74.62811,Forward
6337,point 6337,03:13:34,22.50965,74.62878,Forward
6338,point 6338,03:14:34,22.50978,74.62924,Forward
6339,point 6339,03:15:34,22.50983,74.62946,Forward
6340,point 6340,03:16:34,22.50984,74.62955,Forward
6341,point 6341,03:17:34,22.50984,74.62964,Forward
6342,point 6342,03:18:34,22.50989,74.63039,Forward
6343,point 6343,03:19:34,22.50992,74.63065,Forward
6344,point 6344,03:20:34,22.50993,74.63083,Forward
6345,point 6345,03:21:34,22.50992,74.63225,Forward
6346,point 6346,03:22:34,22.5099,74.63243,Forward
6347,point 6347,03:23:34,22.50992,74.63383,Forward
6348,point 6348,03:24:34,22.50987,74.63462,Forward
6349,point 6349,03:25:34,22.50989,74.63636,Forward
6350,point 6350,03:26:34,22.50995,74.63668,Forward
6351,point 6351,03:27:34,22.51031,74.63789,Forward
6352,point 6352,03:28:34,22.51039,74.63823,Forward
6353,point 6353,03:29:34,22.51041,74.63842,Forward
6354,point 6354,03:30:34,22.5104,74.63887,Forward
6355,point 6355,03:31:34,22.51037,74.63914,Forward
6356,point 6356,03:32:34,22.51028,74.63948,Forward
6357,point 6357,03:33:34,22.51016,74.6397,Forward
6358,point 6358,03:34:34,22.50989,74.64014,Forward
6359,point 6359,03:35:34,22.50984,74.64024,Forward
6360,point 6360,03:36:34,22.50982,74.64033,Forward
6361,point 6361,03:37:34,22.50977,74.64101,Forward
6362,point 6362,03:38:34,22.50977,74.64144,Forward
6363,point 6363,03:39:34,22.50984,74.64209,Forward
6364,point 6364,03:40:34,22.50993,74.64247,Forward
6365,point 6365,03:41:34,22.51006,74.64288,Forward
6366,point 6366,03:42:34,22.51022,74.64332,Forward
6367,point 6367,03:43:34,22.51034,74.6436,Forward
6368,point 6368,03:44:34,22.51093,74.64452,Forward
6369,point 6369,03:45:34,22.51103,74.6447,Forward
6370,point 6370,03:46:34,22.51109,74.64488,Forward
6371,point 6371,03:47:34,22.51115,74.64513,Forward
6372,point 6372,03:48:34,22.51128,74.64605,Forward
6373,point 6373,03:49:34,22.51153,74.64694,Forward
6374,point 6374,03:50:34,22.51158,74.64717,Forward
6375,point 6375,03:51:34,22.5116,74.64752,Forward
6376,point 6376,03:52:34,22.51157,74.64783,Forward
6377,point 6377,03:53:34,22.51142,74.64882,Forward
6378,point 6378,03:54:34,22.51136,74.64933,Forward
6379,point 6379,03:55:34,22.5113,74.64968,Forward
6380,point 6380,03:56:34,22.51122,74.64999,Forward
6381,point 6381,03:57:34,22.51063,74.65134,Forward
6382,point 6382,03:58:34,22.51046,74.65191,Forward
6383,point 6383,03:59:34,22.51043,74.65221,Forward
6384,point 6384,04:00:34,22.51044,74.65271,Forward
6385,point 6385,04:01:34,22.51053,74.65327,Forward
6386,point 6386,04:02:34,22.51102,74.65589,Forward
6387,point 6387,04:03:34,22.51107,74.65625,Forward
6388,point 6388,04:04:34,22.51109,74.65656,Forward
6389,point 6389,04:05:34,22.5111,74.65828,Forward
6390,point 6390,04:06:34,22.51102,74.65902,Forward
6391,point 6391,04:07:34,22.51072,74.66079,Forward
6392,point 6392,04:08:34,22.5107,74.661,Forward
6393,point 6393,04:09:34,22.51063,74.66229,Forward
6394,point 6394,04:10:34,22.51058,74.66279,Forward
6395,point 6395,04:11:34,22.51041,74.66382,Forward
6396,point 6396,04:12:34,22.51039,74.664,Forward
6397,point 6397,04:13:34,22.51037,74.66468,Forward
6398,point 6398,04:14:34,22.51039,74.66507,Forward
6399,point 6399,04:15:34,22.51047,74.66565,Forward
6400,point 6400,04:16:34,22.51052,74.66586,Forward
6401,point 6401,04:17:34,22.51058,74.66619,Forward
6402,point 6402,04:18:34,22.51054,74.6666,Forward
6403,point 6403,04:19:34,22.51044,74.66717,Forward
6404,point 6404,04:20:34,22.51041,74.66747,Forward
6405,point 6405,04:21:34,22.51041,74.66769,Forward
6406,point 6406,04:22:34,22.5104,74.66777,Forward
6407,point 6407,04:23:34,22.51045,74.66845,Forward
6408,point 6408,04:24:34,22.51047,74.66861,Forward
6409,point 6409,04:25:34,22.51048,74.66862,Forward
6410,point 6410,04:26:34,22.5105,74.6688,Forward
6411,point 6411,04:27:34,22.5106,74.66918,Forward
6412,point 6412,04:28:34,22.51077,74.66966,Forward
6413,point 6413,04:29:34,22.51092,74.67,Forward
6414,point 6414,04:30:34,22.51117,74.67044,Forward
6415,point 6415,04:31:34,22.51131,74.67072,Forward
6416,point 6416,04:32:34,22.51138,74.67094,Forward
6417,point 6417,04:33:34,22.51143,74.67119,Forward
6418,point 6418,04:34:34,22.51143,74.6713,Forward
6419,point 6419,04:35:34,22.51144,74.67133,Forward
6420,point 6420,04:36:34,22.51133,74.67217,Forward
6421,point 6421,04:37:34,22.51134,74.67226,Forward
6422,point 6422,04:38:34,22.51134,74.67251,Forward
6423,point 6423,04:39:34,22.51143,74.67317,Forward
6424,point 6424,04:40:34,22.51146,74.67359,Forward
6425,point 6425,04:41:34,22.5114,74.67449,Forward
6426,point 6426,04:42:34,22.51141,74.67466,Forward
6427,point 6427,04:43:34,22.5116,74.6759,Forward
6428,point 6428,04:44:34,22.51166,74.67695,Forward
6429,point 6429,04:45:34,22.51165,74.67734,Forward
6430,point 6430,04:46:34,22.51147,74.67917,Forward
6431,point 6431,04:47:34,22.51146,74.67955,Forward
6432,point 6432,04:48:34,22.51172,74.68111,Forward
6433,point 6433,04:49:34,22.51174,74.68138,Forward
6434,point 6434,04:50:34,22.51174,74.68157,Forward
6435,point 6435,04:51:34,22.51165,74.68196,Forward
6436,point 6436,04:52:34,22.51139,74.68258,Forward
6437,point 6437,04:53:34,22.51137,74.68267,Forward
6438,point 6438,04:54:34,22.51126,74.68299,Forward
6439,point 6439,04:55:34,22.51126,74.68301,Forward
6440,point 6440,04:56:34,22.51123,74.68317,Forward
6441,point 6441,04:57:34,22.51122,74.68343,Forward
6442,point 6442,04:58:34,22.51124,74.68371,Forward
6443,point 6443,04:59:34,22.51128,74.68397,Forward
6444,point 6444,05:00:34,22.5114,74.68446,Forward
6445,point 6445,05:01:34,22.51153,74.68516,Forward
6446,point 6446,05:02:34,22.51168,74.68627,Forward
6447,point 6447,05:03:34,22.51182,74.68711,Forward
6448,point 6448,05:04:34,22.51188,74.6874,Forward
6449,point 6449,05:05:34,22.51197,74.68763,Forward
6450,point 6450,05:06:34,22.51212,74.68795,Forward
6451,point 6451,05:07:34,22.51223,74.68825,Forward
6452,point 6452,05:08:34,22.51226,74.68864,Forward
6453,point 6453,05:09:34,22.51226,74.68877,Forward
6454,point 6454,05:10:34,22.51225,74.68878,Forward
6455,point 6455,05:11:34,22.51223,74.68891,Forward
6456,point 6456,05:12:34,22.51207,74.6893,Forward
6457,point 6457,05:13:34,22.51205,74.68945,Forward
6458,point 6458,05:14:34,22.51205,74.68961,Forward
6459,point 6459,05:15:34,22.51212,74.68984,Forward
6460,point 6460,05:16:34,22.51216,74.68993,Forward
6461,point 6461,05:17:34,22.51229,74.69015,Forward
6462,point 6462,05:18:34,22.51245,74.69039,Forward
6463,point 6463,05:19:34,22.51263,74.6906,Forward
6464,point 6464,05:20:34,22.51283,74.69078,Forward
